id,user_id,poll_question_id,poll_question_answer_id,freeform_response
178977,20165645,275,,
178978,20165645,285,1169,
178979,20165645,285,,Craigslist
178980,20165645,272,1125,
179034,20194126,279,1141,
179037,20194126,282,1150,
179038,20194126,275,1112,
179039,20194126,275,,
179040,20194126,285,1169,
179041,20194126,285,,
179042,20194126,272,1103,
179141,20188745,279,1183,
179144,20188745,282,1153,
179145,20188745,275,1111,
179146,20188745,275,,background burner
179147,20188745,285,1168,
179148,20188745,285,,
179149,20188745,272,1123,
179277,20154439,279,1183,
179280,20154439,282,1153,
179281,20154439,275,1115,
179282,20154439,275,,
179283,20154439,285,1168,
179284,20154439,285,1169,
179285,20154439,285,,
179286,20154439,272,1125,
179385,20119566,279,1182,
179388,20119566,282,1149,
179389,20119566,275,1110,
179390,20119566,275,1111,
179391,20119566,275,1112,
179392,20119566,275,1115,
179393,20119566,275,,
179394,20119566,285,1164,
179395,20119566,285,1169,
179396,20119566,285,,
179397,20119566,272,1125,
179941,20146806,279,1141,
179944,20146806,282,1153,
179945,20146806,275,1111,
179946,20146806,275,1115,
179947,20146806,275,,
179948,20146806,285,1169,
179949,20146806,285,,
179950,20146806,272,1125,
180115,20324240,279,1141,
180118,20324240,282,1153,
180119,20324240,275,1114,
180120,20324240,275,,
180121,20324240,285,1167,
180122,20324240,285,,
180123,20324240,272,1126,
180184,20364389,279,1141,
180187,20364389,282,1150,
180191,20364389,275,1111,
180192,20364389,275,1114,
180193,20364389,275,,
180197,20364389,285,1164,
180198,20364389,285,1170,
180199,20364389,285,,
180204,20364389,272,1125,
180247,20323176,279,1183,
180258,20323176,282,1194,
180259,20323176,275,1114,
180260,20323176,275,,
180261,20323176,285,1166,
180262,20323176,285,,Barnes & Noble and other outlets
180263,20323176,272,1104,
180517,20222029,279,1183,
180520,20222029,282,1194,
180521,20222029,275,1114,
180522,20222029,275,,
180523,20222029,285,1169,
180524,20222029,285,1170,
180525,20222029,285,,
180526,20222029,272,1103,
180769,20315996,279,1141,
180772,20315996,282,1149,
180773,20315996,275,1110,
180774,20315996,275,,
180775,20315996,285,1169,
180776,20315996,285,1170,
180777,20315996,285,,
180778,20315996,272,1125,
180980,20360142,279,1183,
180983,20360142,282,1153,
180984,20360142,275,1110,
180985,20360142,275,,
180986,20360142,285,1169,
180987,20360142,285,1170,
180988,20360142,285,,
180989,20360142,272,1099,
181214,20432343,279,1140,
181217,20432343,282,1184,
181218,20432343,275,1110,
181219,20432343,275,,
181220,20432343,285,1169,
181221,20432343,285,,
181222,20432343,272,1099,
181472,20377051,279,1183,
181475,20377051,282,1194,
181476,20377051,275,1110,
181477,20377051,275,,
181478,20377051,285,1169,
181479,20377051,285,,
181480,20377051,272,1125,
181698,1015997,279,1183,
181701,1015997,282,1153,
181702,1015997,275,,trying to grow
181703,1015997,285,1168,
181704,1015997,285,1169,
181705,1015997,285,,
181706,1015997,272,1104,
181741,20435070,279,1141,
181744,20435070,282,1184,
181745,20435070,275,1110,
181746,20435070,275,,
181747,20435070,285,1164,
181748,20435070,285,,
181749,20435070,272,1125,
181807,20424428,279,1141,
181810,20424428,282,1152,
181811,20424428,275,1112,
181812,20424428,275,,
181813,20424428,285,1168,
181814,20424428,285,,
181815,20424428,272,1103,
181830,1153028,279,1140,
181833,1153028,282,1153,
181834,1153028,275,1110,
181835,1153028,275,,
181836,1153028,285,1169,
181837,1153028,285,,
181838,1153028,272,1124,
181912,20475251,279,1140,
181915,20475251,282,1184,
181916,20475251,275,1112,
181917,20475251,275,,
181918,20475251,285,1169,
181919,20475251,285,,
181920,20475251,272,1099,
181939,20474041,279,1141,
182103,20498512,279,1182,
182106,20498512,282,1184,
182107,20498512,275,1112,
182108,20498512,275,,
182109,20498512,285,1170,
182110,20498512,285,,
182111,20498512,272,1125,
182429,20500125,282,1184,
182430,20500125,279,1141,
182431,20500125,275,1110,
182432,20500125,275,1111,
182433,20500125,275,,
182434,20500125,285,1169,
182435,20500125,285,,
182436,20500125,272,1126,
182464,20515857,279,1183,
182467,20515857,282,1153,
182468,20515857,275,1114,
182469,20515857,275,,
182470,20515857,285,1168,
182471,20515857,285,1169,
182472,20515857,285,,
182473,20515857,272,1104,
182817,20512775,279,1183,
182820,20512775,282,1153,
182821,20512775,275,1111,
182822,20512775,275,,
182823,20512775,285,1169,
182824,20512775,285,1167,
182825,20512775,285,,
182826,20512775,272,1125,
183057,20560419,279,1183,
183060,20560419,282,1153,
183061,20560419,275,1111,
183062,20560419,275,,
183063,20560419,285,1169,
183064,20560419,285,,
183065,20560419,272,1126,
183184,20537603,279,1182,
183187,20537603,282,1153,
183188,20537603,275,1112,
183189,20537603,275,,
183190,20537603,285,1169,
183191,20537603,285,,
183192,20537603,272,1103,
183724,20612997,279,1183,
183727,20612997,282,1153,
183728,20612997,275,1115,
183729,20612997,275,,
183730,20612997,285,1168,
183731,20612997,285,1169,
183732,20612997,285,,
183733,20612997,272,1104,
183766,20613206,279,1182,
183769,20613206,282,1184,
183770,20613206,275,1111,
183771,20613206,275,,
183772,20613206,285,1164,
183773,20613206,285,,
183774,20613206,272,1126,
183813,20586363,279,1141,
183816,20586363,282,1150,
183817,20586363,275,1110,
183818,20586363,275,,
183819,20586363,285,1169,
183820,20586363,285,1170,
183821,20586363,285,,
183822,20586363,272,1125,
183837,20581878,279,1183,
183840,20581878,282,1153,
183841,20581878,275,1111,
183842,20581878,275,,
183843,20581878,285,1168,
183844,20581878,285,,
183845,20581878,272,1103,
183884,20572924,279,1183,
183887,20572924,282,1152,
183888,20572924,275,1110,
183889,20572924,275,1112,
183890,20572924,275,,
183891,20572924,285,1169,
183892,20572924,285,,
183893,20572924,272,1125,
183956,11592959,279,1183,
183959,11592959,282,1152,
183960,11592959,275,1110,
183961,11592959,275,1111,
183962,11592959,275,,
183963,11592959,285,1169,
183964,11592959,285,1170,
183965,11592959,285,,
183966,11592959,272,1104,
183987,20630161,279,1183,
183990,20630161,282,1184,
183991,20630161,275,1113,
183992,20630161,275,,
183993,20630161,285,1164,
183994,20630161,285,1170,
183995,20630161,285,,
183996,20630161,272,1104,
184077,20532193,279,1183,
184080,20532193,282,1153,
184081,20532193,275,1112,
184082,20532193,275,,
184083,20532193,285,1168,
184084,20532193,285,1169,
184085,20532193,285,,
184086,20532193,272,1104,
184126,20652449,279,1183,
184129,20652449,282,1152,
184130,20652449,275,1110,
184131,20652449,275,,
184132,20652449,285,1168,
184133,20652449,285,,
184134,20652449,272,1126,
184167,20643797,279,1182,
184170,20643797,282,1194,
184171,20643797,275,1110,
184172,20643797,275,,
184173,20643797,285,1169,
184174,20643797,285,,
184175,20643797,272,1125,
184220,20640364,279,1183,
184223,20640364,282,1153,
184224,20640364,275,1110,
184225,20640364,275,,
184226,20640364,285,1168,
184227,20640364,285,,Walmart
184228,20640364,272,1104,
184271,20632803,279,1183,
184274,20632803,282,1150,
184275,20632803,275,1111,
184276,20632803,275,1114,
184277,20632803,275,,
184278,20632803,285,1169,
184279,20632803,285,,Website
184280,20632803,272,1104,
184354,20639995,279,1183,
184360,20639995,282,1149,
184361,20639995,275,1111,
184362,20639995,275,,
184367,20639995,285,,shopify
184369,20639995,272,1104,
184533,20683853,279,1141,
184539,20683853,282,1149,
184540,20683853,275,1110,
184541,20683853,275,,
184542,20683853,285,1169,
184543,20683853,285,,
184544,20683853,272,1103,
184608,20680787,279,1182,
184611,20680787,282,1153,
184612,20680787,275,1110,
184613,20680787,275,,
184614,20680787,285,1170,
184615,20680787,285,,My website
184616,20680787,272,1125,
185141,20719553,279,1140,
185144,20719553,282,1153,
185145,20719553,275,,Just trying different site
185146,20719553,285,1169,
185147,20719553,285,,
185148,20719553,272,1099,
185183,20735122,279,1182,
185186,20735122,282,1153,
185187,20735122,275,1115,
185188,20735122,275,,
185189,20735122,285,1171,
185190,20735122,285,,Websites
185191,20735122,272,1125,
185548,20767078,279,1141,
185551,20767078,282,1149,
185552,20767078,275,1115,
185553,20767078,275,,
185554,20767078,285,1168,
185555,20767078,285,1169,
185556,20767078,285,,
185557,20767078,272,1124,
185697,20760683,279,1183,
185700,20760683,282,1152,
185701,20760683,275,1110,
185702,20760683,275,,
185703,20760683,285,1168,
185704,20760683,285,1169,
185705,20760683,285,,
185706,20760683,272,1104,
186041,20804229,279,1182,
186044,20804229,282,1149,
186045,20804229,275,,Salehho
186046,20804229,285,1169,
186047,20804229,285,,
186048,20804229,272,1125,
186132,20789568,279,1183,
186135,20789568,282,1153,
186136,20789568,275,1110,
186137,20789568,275,,
186138,20789568,285,1169,
186139,20789568,285,,
186140,20789568,272,1103,
186246,20828534,279,1183,
186249,20828534,282,1153,
186250,20828534,275,1114,
186251,20828534,275,,
186252,20828534,285,1168,
186253,20828534,285,1169,
186254,20828534,285,,
186255,20828534,272,1103,
186343,20846878,279,1183,
186346,20846878,282,1153,
186347,20846878,275,1114,
186348,20846878,275,1115,
186349,20846878,275,,
186350,20846878,285,1168,
186351,20846878,285,1169,
186352,20846878,285,,
186353,20846878,272,1103,
186365,20780086,279,1140,
186426,20856049,279,1141,
186429,20856049,282,1153,
186430,20856049,275,1110,
186431,20856049,275,,
186432,20856049,285,1169,
186433,20856049,285,,Craig's List
186434,20856049,272,1103,
186446,20853195,279,1141,
186449,20853195,282,1150,
186450,20853195,275,1114,
186451,20853195,275,,
186452,20853195,285,1169,
186453,20853195,285,,
186454,20853195,272,1125,
187001,20904183,279,1182,
187010,20904183,282,1152,
187017,20904183,275,,Sold shopping carts now I have clothing with large assortment
187018,20904183,285,1169,
187019,20904183,285,1171,
187020,20904183,285,,
187026,20904183,272,1104,
187192,20879978,279,1183,
187195,20879978,282,1153,
187196,20879978,275,1110,
187197,20879978,275,,
187198,20879978,285,1168,
187199,20879978,285,,
187200,20879978,272,1104,
187412,20932010,279,1182,
187415,20932010,282,1153,
187416,20932010,275,,have small store on bonanza decided to import amazon listings as well
187417,20932010,285,1168,
187418,20932010,285,,
187419,20932010,272,1126,
187613,910215,279,1141,
187616,910215,282,1153,
187617,910215,275,,Ebay boot for no reason
187618,910215,285,1164,
187619,910215,285,1168,
187620,910215,285,,
187621,910215,272,1124,
187781,20759930,279,1183,
187784,20759930,282,1152,
187785,20759930,275,1110,
187786,20759930,275,,
187787,20759930,285,1170,
187788,20759930,285,,
187789,20759930,272,1126,
187951,20969760,279,1183,
187958,20969760,282,1153,
187959,20969760,275,1114,
187960,20969760,275,,
187961,20969760,285,1168,
187962,20969760,285,,
187963,20969760,272,1104,
188758,21069036,279,1182,
188761,21069036,282,1149,
188762,21069036,275,1110,
188763,21069036,275,,
188764,21069036,285,1169,
188765,21069036,285,,
188766,21069036,272,1103,
188891,21052579,279,1141,
188894,21052579,282,1194,
188895,21052579,275,,maxed out on ebay limits
188896,21052579,285,1169,
188897,21052579,285,,
188898,21052579,272,1126,
189294,21092614,279,1183,
189297,21092614,282,1153,
189298,21092614,275,1114,
189299,21092614,275,,
189300,21092614,285,1169,
189301,21092614,285,,
189302,21092614,272,1104,
189670,21158322,279,1183,
189673,21158322,282,1194,
189674,21158322,275,1110,
189675,21158322,275,1111,
189676,21158322,275,1114,
189677,21158322,275,,
189678,21158322,285,1169,
189679,21158322,285,,
189680,21158322,272,1126,
190138,21164200,279,1182,
190141,21164200,282,1194,
190142,21164200,275,1110,
190143,21164200,275,,
190144,21164200,285,1169,
190145,21164200,285,,
190146,21164200,272,1126,
190183,21172083,279,1141,
190186,21172083,282,1153,
190187,21172083,275,1111,
190188,21172083,275,,
190189,21172083,285,1164,
190190,21172083,285,1168,
190191,21172083,285,,
190192,21172083,272,1126,
190224,21217953,279,1183,
190227,21217953,282,1153,
190228,21217953,275,1110,
190229,21217953,275,,
190230,21217953,285,1168,
190231,21217953,285,1169,
190232,21217953,285,,
190233,21217953,272,1104,
190379,21212372,279,1141,
190382,21212372,282,1153,
190383,21212372,275,1112,
190384,21212372,275,,
190385,21212372,285,1169,
190386,21212372,285,1171,
190387,21212372,285,,
190388,21212372,272,1123,
190458,21192052,279,1183,
190461,21192052,282,1153,
190462,21192052,275,1111,
190463,21192052,275,,
190464,21192052,285,1168,
190465,21192052,285,1170,
190466,21192052,285,,
190467,21192052,272,1104,
191075,21290982,279,1141,
191078,21290982,282,1153,
191081,21290982,275,1112,
191082,21290982,275,,
191083,21290982,285,1169,
191084,21290982,285,1170,
191085,21290982,285,,
191088,21290982,272,1124,
191111,21295321,279,1141,
191114,21295321,282,1153,
191115,21295321,275,1115,
191116,21295321,275,,
191117,21295321,285,1169,
191118,21295321,285,,
191119,21295321,272,,"$6,000 "
191204,21237144,279,1141,
191207,21237144,282,1153,
191208,21237144,275,1110,
191209,21237144,275,,
191210,21237144,285,1169,
191211,21237144,285,,
191212,21237144,272,1103,
191276,21303899,279,1182,
191279,21303899,282,1153,
191280,21303899,275,1111,
191281,21303899,275,,
191282,21303899,285,1168,
191283,21303899,285,1169,
191284,21303899,285,,
191285,21303899,272,1126,
191492,21310536,279,1183,
191495,21310536,282,1153,
191496,21310536,275,1114,
191497,21310536,275,,
191498,21310536,285,1168,
191499,21310536,285,1166,
191500,21310536,285,,
191501,21310536,272,1103,
191511,21281955,279,1140,
191515,21281955,282,1184,
191516,21281955,282,1184,
191517,21281955,275,1110,
191518,21281955,275,,
191519,21281955,285,1171,
191520,21281955,285,,
191521,21281955,272,1125,
191692,20337172,279,1141,
191695,20337172,282,1153,
191696,20337172,275,1110,
191697,20337172,275,1115,
191698,20337172,275,,No upfront fees
191699,20337172,285,1169,
191700,20337172,285,,
191701,20337172,272,1125,
192002,21361859,279,1183,
192005,21361859,282,1184,
192006,21361859,275,1111,
192007,21361859,275,,
192008,21361859,285,1164,
192009,21361859,285,,
192010,21361859,272,1124,
192251,21394243,279,1183,
192254,21394243,282,1152,
192255,21394243,275,,Skip McGrath
192256,21394243,285,1164,
192257,21394243,285,,
192258,21394243,272,1104,
192341,21421185,279,1182,
192344,21421185,282,1194,
192345,21421185,275,1110,
192346,21421185,275,,
192347,21421185,285,1169,
192348,21421185,285,,
192349,21421185,272,1126,
192705,21448246,279,1141,
192708,21448246,282,1194,
192709,21448246,275,1111,
192710,21448246,275,,
192711,21448246,285,1169,
192712,21448246,285,,
192713,21448246,272,1125,
192765,21432574,279,1182,
192770,21432574,282,1152,
192771,21432574,275,,
192772,21432574,285,1169,
192773,21432574,285,1170,
192774,21432574,285,,
192775,21432574,272,1126,
192856,21460451,279,1183,
192859,21460451,282,1153,
192860,21460451,275,1114,
192861,21460451,275,,
192862,21460451,285,1169,
192863,21460451,285,,
192864,21460451,272,1103,
193088,21482086,279,1183,
193091,21482086,282,1153,
193092,21482086,275,1112,
193093,21482086,275,,
193094,21482086,285,1169,
193095,21482086,285,1166,
193096,21482086,285,,
193097,21482086,272,1099,
193128,21482058,279,1140,
193131,21482058,282,1150,
193132,21482058,275,1110,
193133,21482058,275,,
193134,21482058,285,1169,
193135,21482058,285,1170,
193136,21482058,285,,
193137,21482058,272,1099,
193149,21451178,279,1141,
193152,21451178,282,1152,
193153,21451178,275,1110,
193154,21451178,275,,
193155,21451178,285,1168,
193156,21451178,285,1170,
193157,21451178,285,,
193158,21451178,272,1124,
193432,16030622,279,1183,
193435,16030622,282,1194,
193436,16030622,275,1110,
193437,16030622,275,,
193438,16030622,285,1168,
193439,16030622,285,1169,
193440,16030622,285,,
193441,16030622,272,1125,
193655,21518252,279,1183,
193657,21518252,282,1153,
193658,21518252,275,1111,
193659,21518252,275,,
193660,21518252,285,1169,
193661,21518252,285,,
193662,21518252,272,1104,
193829,21535814,279,1183,
193832,21535814,282,1152,
193833,21535814,275,1114,
193834,21535814,275,,
193835,21535814,285,1168,
193836,21535814,285,,aliexpress
193837,21535814,272,1104,
193952,21541395,279,1141,
193960,21541395,282,1149,
193961,21541395,275,1110,
193962,21541395,275,,
193963,21541395,285,1164,
193964,21541395,285,1169,
193965,21541395,285,,
193966,21541395,272,1099,
194101,21496831,279,1182,
194104,21496831,282,1153,
194105,21496831,275,1111,
194106,21496831,275,1114,
194107,21496831,275,1115,
194108,21496831,275,,
194109,21496831,285,,eBid
194110,21496831,272,1125,
194141,21579420,279,1183,
194144,21579420,282,1194,
194145,21579420,275,1110,
194146,21579420,275,,
194147,21579420,285,1169,
194148,21579420,285,,
194149,21579420,272,1104,
194169,21531865,279,1182,
194172,21531865,282,1150,
194173,21531865,275,1112,
194174,21531865,275,,
194175,21531865,285,1164,
194176,21531865,285,1169,
194177,21531865,285,,
194178,21531865,272,1099,
194326,21556381,279,1183,
194329,21556381,282,1153,
194330,21556381,275,1110,
194331,21556381,275,,
194332,21556381,285,1168,
194333,21556381,285,1169,
194334,21556381,285,,
194335,21556381,272,1104,
195085,21672308,279,1141,
195088,21672308,282,1153,
195089,21672308,275,1112,
195090,21672308,275,,
195091,21672308,285,1169,
195092,21672308,285,,
195093,21672308,272,1126,
195333,21664352,279,1141,
195336,21664352,282,1149,
195337,21664352,275,1112,
195338,21664352,275,,
195339,21664352,285,1169,
195340,21664352,285,,
195341,21664352,272,1104,
195585,21694241,279,1183,
195590,21694241,282,1153,
195591,21694241,275,,
195593,21694241,285,1169,
195594,21694241,285,,
195595,21694241,272,1104,
195980,21560406,279,1183,
195983,21560406,282,1153,
195984,21560406,275,,ebay sucks
195985,21560406,285,1169,
195986,21560406,285,,
195987,21560406,272,1103,
196072,21739914,279,1183,
196076,21739914,282,1184,
196078,21739914,275,,
196081,21739914,285,1164,
196082,21739914,285,1169,
196083,21739914,285,,
196084,21739914,272,1125,
196127,21714280,279,1183,
196130,21714280,282,1153,
196131,21714280,275,,Alternative to Amazon
196132,21714280,285,1168,
196133,21714280,285,1169,
196134,21714280,285,,
196135,21714280,272,1125,
196305,18714686,282,1194,
196306,18714686,275,1115,
196307,18714686,275,,
196308,18714686,285,1169,
196309,18714686,285,1170,
196310,18714686,285,,
196311,18714686,272,1099,
196349,18714686,279,1141,
196470,21433301,279,1182,
196473,21433301,282,1194,
196474,21433301,275,1110,
196475,21433301,275,,
196476,21433301,285,1170,
196477,21433301,285,,My own Website
196478,21433301,272,1126,
196570,21790831,279,1182,
196573,21790831,282,1152,
196574,21790831,275,1110,
196575,21790831,275,,
196576,21790831,285,1169,
196577,21790831,285,,website
196578,21790831,272,1104,
196681,21745316,279,1183,
196684,21745316,282,1153,
196685,21745316,275,1112,
196686,21745316,275,,
196687,21745316,285,1168,
196688,21745316,285,,
196689,21745316,272,1104,
197173,21823512,279,1141,
197176,21823512,282,1149,
197177,21823512,275,1114,
197178,21823512,275,,
197179,21823512,285,1164,
197180,21823512,285,1169,
197181,21823512,285,,
197182,21823512,272,1125,
197286,21853728,279,1182,
197289,21853728,282,1150,
197290,21853728,275,1112,
197291,21853728,275,,
197292,21853728,285,1169,
197293,21853728,285,,
197294,21853728,272,1104,
197323,21860315,279,1182,
197332,21860315,282,1150,
197333,21860315,275,1114,
197334,21860315,275,,
197335,21860315,285,1168,
197336,21860315,285,,
197337,21860315,272,1126,
197707,21806107,279,1141,
197710,21806107,282,1153,
197711,21806107,275,1111,
197712,21806107,275,1114,
197713,21806107,275,,
197714,21806107,285,1169,
197715,21806107,285,,
197716,21806107,272,1126,
197732,21885304,279,1141,
197735,21885304,282,1194,
197736,21885304,275,1111,
197737,21885304,275,,
197738,21885304,285,1169,
197739,21885304,285,,
197740,21885304,272,1099,
197743,12748381,279,1183,
197754,12748381,282,1153,
197755,12748381,275,1110,
197756,12748381,275,1111,
197757,12748381,275,,
197758,12748381,285,1168,
197759,12748381,285,,websites
197760,12748381,272,1104,
197797,14765370,279,1183,
197800,14765370,282,1194,
197801,14765370,275,1112,
197802,14765370,275,,
198048,21925795,279,1182,
198051,21925795,282,1153,
198052,21925795,275,1110,
198053,21925795,275,,
198054,21925795,285,1168,
198055,21925795,285,1169,
198056,21925795,285,,
198057,21925795,272,1125,
198301,21959368,279,1141,
198304,21959368,282,1184,
198305,21959368,275,,Amazon and Ebay cost too much and are too complicated
198306,21959368,285,1164,
198307,21959368,285,,
198308,21959368,272,1099,
198620,21918403,279,1183,
198623,21918403,282,1194,
198624,21918403,275,1115,
198625,21918403,275,,
198626,21918403,285,,Alibaba
198627,21918403,272,1104,
198695,22054144,279,1141,
198698,22054144,282,1153,
198699,22054144,275,1114,
198700,22054144,275,,
198701,22054144,285,1169,
198702,22054144,285,1166,
198703,22054144,285,,
198704,22054144,272,1103,
199345,22073207,279,1183,
199348,22073207,282,1153,
199349,22073207,275,1110,
199350,22073207,275,,
199351,22073207,285,1166,
199352,22073207,285,,
199353,22073207,272,1126,
199492,21933306,279,1141,
199496,21933306,282,1153,
199497,21933306,275,1110,
199498,21933306,275,,
199499,21933306,285,1169,
199500,21933306,285,,
199501,21933306,272,1125,
199588,22074643,279,1183,
199591,22074643,282,1153,
199592,22074643,275,1110,
199593,22074643,275,,
199594,22074643,285,1168,
199595,22074643,285,1169,
199596,22074643,285,,
199597,22074643,272,1104,
199725,9967634,279,1183,
199728,9967634,282,1150,
199729,9967634,275,,DSD
199730,9967634,285,1164,
199731,9967634,285,1169,
199732,9967634,285,,
199733,9967634,272,1104,
199867,22053908,279,1183,
199870,22053908,282,1150,
199871,22053908,275,1110,
199872,22053908,275,1114,
199873,22053908,275,,
199874,22053908,285,1164,
199875,22053908,285,1169,
199876,22053908,285,,
199877,22053908,272,1126,
199898,22129293,279,1140,
199901,22129293,282,1194,
199902,22129293,275,,
199903,22129293,285,1169,
199904,22129293,285,,
199905,22129293,272,1125,
199939,22126609,279,1141,
199942,22126609,282,1153,
199943,22126609,275,,Alternate to Ebay
199944,22126609,285,1169,
199945,22126609,285,,
199946,22126609,272,1125,
200008,19040681,279,1141,
200011,19040681,282,1150,
200012,19040681,275,1115,
200013,19040681,275,,
200014,19040681,285,1168,
200015,19040681,285,1169,
200016,19040681,285,,
200017,19040681,272,1124,
200043,22124121,279,1183,
200046,22124121,282,1194,
200047,22124121,275,1114,
200048,22124121,275,,
200049,22124121,285,1168,
200050,22124121,285,,My website
200051,22124121,272,1104,
200178,22098436,279,1141,
200181,22098436,282,1149,
200182,22098436,275,1110,
200183,22098436,275,,
200184,22098436,285,1164,
200185,22098436,285,1169,
200186,22098436,285,,
200187,22098436,272,1124,
200237,22173028,279,1183,
200240,22173028,282,1153,
200241,22173028,275,1110,
200242,22173028,275,,
200243,22173028,285,1168,
200244,22173028,285,,Website
200245,22173028,272,1104,
200302,18980378,279,1183,
200305,18980378,282,1150,
200306,18980378,275,1112,
200307,18980378,275,,
200308,18980378,285,1169,
200309,18980378,285,,
200310,18980378,272,1099,
200366,22162861,279,1141,
200369,22162861,282,1149,
200370,22162861,275,1110,
200371,22162861,275,,
200372,22162861,285,1169,
200373,22162861,285,,
200374,22162861,272,1103,
200494,22184191,282,1153,
200495,22184191,275,1110,
200496,22184191,275,,
200497,22184191,285,1168,
200498,22184191,285,,
