offer_id,rating_em,date(user_feedbacks.created_at),item_id,category_id,price,highest_parent_id
59378373,1,2019-02-11,679892214,71302,79.95,Home & Garden
59378516,1,2019-02-08,679892838,11841,159.36,Health & Beauty
59378607,1,2019-02-22,679892915,159909,92.57,Home & Garden
59378635,1,2019-02-04,679892477,123490,31.95,Sporting Goods
59378818,1,2019-03-02,679896763,28009,9.8,Art
59379478,1,2019-02-22,679903720,617,119.99,DVDs & Movies
59379495,1,2019-02-25,619457667,182982,28.99,Collectibles
59380277,1,2019-02-11,679919153,36430,119.75,Health & Beauty
59380852,1,2019-02-08,679919184,25348,123.7,Business & Industrial
59380908,1,2019-02-22,677048486,29618,49.45,Health & Beauty
59380957,1,2019-02-27,667243525,33597,66.99,Parts & Accessories
59382241,1,2019-02-27,680553946,10968,21.99,Jewelry & Watches
59382441,1,2019-02-22,679939240,163827,25.49,Consumer Electronics
59382448,1,2019-02-17,677466966,177765,16.96,Health & Beauty
59383108,1,2019-02-22,627769255,63854,18.99,Fashion
59383454,1,2019-02-27,679948116,171243,57.96,Books
59383482,1,2019-02-04,679947851,15687,19,Fashion
59384835,1,2019-03-03,679969212,112581,39.99,Home & Garden
59385265,1,2019-02-12,679991792,45230,15.99,Fashion
59385596,1,2019-02-22,679997453,20349,17.99,Cell Phones & Accessories
59389198,1,2019-02-25,680050170,40605,4.9,Home & Garden
59389722,1,2019-03-13,680059420,33713,15.08,Parts & Accessories
59390312,1,2019-02-23,634400196,299,11.95,Home & Garden
59390824,1,2019-02-23,680091983,168058,54.99,Consumer Electronics
59390913,1,2019-02-23,680103045,106317,7.99,Health & Beauty
59391104,1,2019-02-11,680102230,25348,123.7,Business & Industrial
59391324,1,2019-03-15,505665971,53159,25.95,Fashion
59391812,1,2019-02-23,680132840,3768,13.99,Computers/Tablets & Networking
59391982,1,2019-02-24,678116308,80077,25,Cell Phones & Accessories
59392356,1,2019-02-23,680238279,21205,68,Health & Beauty
59393203,1,2019-03-09,661316194,18930,27.64,Sporting Goods
59393733,1,2019-02-22,680176190,123422,5.45,Cell Phones & Accessories
59393992,1,2019-02-03,680181316,25348,123.7,Business & Industrial
59394766,1,2019-02-23,680197587,3768,14.99,Computers/Tablets & Networking
59395829,1,2019-03-16,682648858,159889,12.99,Home & Garden
59395842,1,2019-03-23,622839483,16513,58.45,Toys & Hobbies
59395892,1,2019-02-11,680371719,175756,289.99,Home & Garden
59396085,1,2019-02-23,253199788,3923,29.02,Collectibles
59396386,1,2019-03-17,680223202,73577,7.41,Collectibles
59396787,1,2019-02-11,680227562,66471,133.63,Parts & Accessories
59396804,1,2019-02-25,680228029,175668,76,Computers/Tablets & Networking
59396911,1,2019-02-25,680229097,11498,109.95,Fashion
59397474,1,2019-02-28,680241425,2535,13,Toys & Hobbies
59397644,1,2019-02-23,680349536,32884,11.5,Home & Garden
59398330,1,2019-02-15,680259325,80077,245.62,Cell Phones & Accessories
59398561,1,2019-02-23,615807623,1285,10,Pet Supplies
59399618,1,2019-02-23,680287004,3768,11.9,Computers/Tablets & Networking
59399751,1,2019-02-01,679637391,617,12.95,DVDs & Movies
59399976,1,2019-02-15,680292489,79846,3.21,Consumer Electronics
59400759,1,2019-03-09,680332344,168058,95.99,Consumer Electronics
59400788,1,2019-02-27,680317633,15720,425,Fashion
59401319,1,2019-02-12,619784279,309,24.3,DVDs & Movies
59401620,1,2019-02-04,565388528,15709,488,Fashion
59401668,1,2019-02-18,680338369,177658,7.51,Health & Beauty
59401711,1,2019-02-05,680343587,96991,17.89,Cell Phones & Accessories
59403346,1,2019-02-23,680360233,299,19.97,Home & Garden
59403727,1,2019-02-27,671158252,50637,0.01,Jewelry & Watches
59406186,1,2019-02-24,451812968,109130,24.74,Sporting Goods
59408920,1,2019-03-15,680435735,26346,38.99,Sporting Goods
59409255,1,2019-02-28,680438810,183721,14.95,Parts & Accessories
59409404,1,2019-02-24,680441647,19270,59.99,Everything Else
59410010,1,2019-02-27,680455813,175529,40,Fashion
59410810,1,2019-02-24,680460784,20498,24.74,Home & Garden
59411216,1,2019-02-25,680865433,45220,5.89,Fashion
59411356,1,2019-03-26,680467485,35190,5,Cell Phones & Accessories
59412517,1,2019-02-05,680477928,55793,49.95,Fashion
59412674,1,2019-02-25,671018433,15088,23.38,Consumer Electronics
59413093,1,2019-02-25,680486100,11450,20,Fashion
59413480,1,2019-03-09,680489711,33597,66.99,Parts & Accessories
59415006,1,2019-02-28,680503590,35983,135.79,Collectibles
59415229,1,2019-02-25,680505280,11848,129.99,Health & Beauty
59416242,1,2019-02-24,656325901,3144,9,Everything Else
59417110,1,2019-02-24,680526051,31387,47.86,Jewelry & Watches
59417115,1,2019-02-24,680526055,47103,11.99,Everything Else
59417458,1,2019-02-24,680530355,169291,71.02,Fashion
59417824,1,2019-02-25,680535796,206,50.95,"Sports Mem, Cards & Fan Shop"
59418280,1,2019-02-24,680539767,31387,47.51,Jewelry & Watches
59418284,1,2019-02-24,680539787,47103,11.99,Everything Else
59418864,1,2019-02-26,542434864,94879,195.95,Consumer Electronics
59419420,1,2019-02-21,680561737,156775,74.99,Home & Garden
59419629,1,2019-02-24,680570747,71002,12.99,Collectibles
59420015,1,2019-03-26,680576942,2032,4.9,Home & Garden
59420595,1,2019-02-24,680578397,40609,19.96,Home & Garden
59420711,1,2019-03-06,680581721,24409,43.99,"Sports Mem, Cards & Fan Shop"
59421862,1,2019-02-05,680602608,36865,19.99,Health & Beauty
59423038,1,2019-02-28,682145424,11848,14.84,Health & Beauty
59424884,1,2019-02-26,680702689,133197,3.9,Parts & Accessories
59426689,1,2019-02-25,680737009,116743,9.41,Home & Garden
59429157,1,2019-02-27,680771498,24410,29.99,"Sports Mem, Cards & Fan Shop"
59429224,1,2019-02-26,680774811,92878,164.3,Jewelry & Watches
59429886,1,2019-02-19,680780669,109130,28.99,Sporting Goods
59430803,1,2019-02-25,680794478,156801,25,Fashion
59430914,1,2019-02-26,680799087,116012,21.95,Home & Garden
59431049,1,2019-02-22,681122975,43506,74.34,Home & Garden
59431077,1,2019-02-25,680799761,51004,31.98,Consumer Electronics
59431786,1,2019-02-04,680814586,3768,12,Computers/Tablets & Networking
59432213,1,2019-02-25,680820088,159892,9.89,Home & Garden
59432315,1,2019-02-25,680822453,156801,14,Fashion
59435834,1,2019-02-12,657384399,908,89.99,Collectibles
59436082,1,2019-03-11,680872198,40605,1.99,Home & Garden
59436136,1,2019-02-25,680872256,177794,10.4,Pet Supplies
59436864,1,2019-03-01,658711892,20349,18.97,Cell Phones & Accessories
59437209,1,2019-02-25,680886275,15687,21.99,Fashion
59437541,1,2019-02-25,680890537,551,55,Art
59437743,1,2019-02-25,680893966,117503,274.54,Home & Garden
59438768,1,2019-02-22,675487660,11498,129,Fashion
59438997,1,2019-02-25,668957535,63861,62.36,Fashion
59439146,1,2019-02-25,680910717,617,5,DVDs & Movies
59439220,1,2019-02-07,679124997,267,10.69,Books
59439860,1,2019-02-25,680940314,11855,14.29,Health & Beauty
59442921,1,2019-02-07,680517588,29585,79.91,Health & Beauty
59443937,1,2019-02-07,668986811,139973,29.95,Video Games & Consoles
59444795,1,2019-02-27,681666436,156801,25,Fashion
59446379,1,2019-02-27,681597993,158972,129.99,Sporting Goods
59447743,1,2019-02-26,667459982,19262,66.33,Health & Beauty
59448063,1,2019-02-27,681083073,11860,21.95,Health & Beauty
59448409,1,2019-02-26,679420728,168058,51.43,Consumer Electronics
59449080,1,2019-02-15,569774924,78048,12,Pottery & Glass
59449134,1,2019-02-27,676091973,1498,42.11,Consumer Electronics
59450189,1,2019-02-26,681115044,34238,12,Parts & Accessories
59450718,1,2019-02-15,681124694,137084,89.95,Fashion
59450799,1,2019-02-26,681127327,179690,11.99,Home & Garden
59450819,1,2019-02-14,681126325,156775,74.99,Home & Garden
59450844,1,2019-02-14,681127172,20684,14.99,Home & Garden
59451838,1,2019-03-04,682619231,20553,16.9,Home & Garden
59452146,1,2019-02-26,681145143,20744,52.99,Pet Supplies
59453376,1,2019-03-11,681159769,26346,38.99,Sporting Goods
59453555,1,2019-02-26,681163146,31802,8.36,Health & Beauty
59453634,1,2019-03-02,681164071,47103,7.99,Everything Else
59453838,1,2019-03-29,677584834,929,160,Collectibles
59453994,1,2019-02-27,681168630,1067,34.9,Fashion
59454002,1,2019-02-26,681170492,98853,2.77,Home & Garden
59455296,1,2019-03-01,675765030,33640,135,Parts & Accessories
59455536,1,2019-02-04,664229633,293,16.99,Consumer Electronics
59455975,1,2019-02-26,677988402,42612,55.44,Parts & Accessories
59456202,1,2019-02-18,681212340,75037,39.9,Health & Beauty
59456239,1,2019-02-26,681214200,26346,38.99,Sporting Goods
59456375,1,2019-02-26,681215007,117042,14.25,Video Games & Consoles
59457778,1,2019-02-05,681257592,75037,39.9,Health & Beauty
59458513,1,2019-03-03,681707701,15709,109,Fashion
59459492,1,2019-02-17,677971858,66991,35,Business & Industrial
59459795,1,2019-02-27,681578626,25464,31.66,Home & Garden
59460322,1,2019-02-26,671064725,15709,80,Fashion
59461759,1,2019-02-08,674457865,67262,27.12,Computers/Tablets & Networking
59461848,1,2019-02-26,680886226,117032,23.74,Baby
59461859,1,2019-02-26,681374733,2993,9.99,Fashion
59461995,1,2019-03-18,682151799,63861,310,Fashion
59463685,1,2019-04-02,683648243,153928,147.51,Home & Garden
59463765,1,2019-03-11,681445048,155196,160,Fashion
59466081,1,2019-02-27,681490115,175529,55,Fashion
59467183,1,2019-02-27,681505340,163768,68,Consumer Electronics
59468436,1,2019-02-27,681542050,177660,16.99,Health & Beauty
59469084,1,2019-02-15,681138285,617,74.25,DVDs & Movies
59469127,1,2019-02-27,678312988,11232,9.9,DVDs & Movies
59469208,1,2019-02-27,664223369,171243,18.99,Books
59471151,1,2019-02-27,676083008,31753,56.09,Health & Beauty
59472517,1,2019-03-10,676845386,86917,11.41,Collectibles
59472704,1,2019-03-03,681627554,20349,5.96,Cell Phones & Accessories
59473166,1,2019-02-27,681636528,41245,35.21,Crafts
59473490,1,2019-03-03,643073247,19198,17.81,Toys & Hobbies
59474656,1,2019-02-27,681660905,3768,9.9,Computers/Tablets & Networking
59475009,1,2019-03-29,681668633,617,14.5,DVDs & Movies
59475023,1,2019-02-27,681669862,63853,15.99,Fashion
59475031,1,2019-02-27,330140684,28174,10.99,Crafts
59475179,1,2019-02-27,681672600,15687,16.99,Fashion
59475859,1,2019-02-27,681687642,168058,20,Consumer Electronics
59475875,1,2019-02-07,628409096,1,95,Collectibles
59477000,1,2019-02-27,681715410,75708,4.14,Toys & Hobbies
59478585,1,2019-03-02,681776195,179309,16.5,Dolls & Bears
59478689,1,2019-02-17,681777971,11776,70.04,Health & Beauty
59479392,1,2019-02-18,565157958,139973,8.5,Video Games & Consoles
59480625,1,2019-02-13,681827367,20684,28.99,Home & Garden
59481222,1,2019-02-27,681838350,2023,37,Sporting Goods
59482304,1,2019-02-28,681849000,11812,9.9,Business & Industrial
59485272,1,2019-03-01,649096194,31387,467.19,Jewelry & Watches
59485834,1,2019-02-08,681873524,175756,555,Home & Garden
59486282,1,2019-03-08,681885306,220,14.84,Toys & Hobbies
59487248,1,2019-02-28,681912051,20749,5,Pet Supplies
59488077,1,2019-02-28,681968611,183446,0.96,Toys & Hobbies
59488382,1,2019-02-28,558589361,38179,19.79,Home & Garden
59489839,1,2019-02-28,681993546,50115,19.99,"Sports Mem, Cards & Fan Shop"
59491559,1,2019-02-28,681035944,73502,13.5,Collectibles
59491934,1,2019-02-28,682028179,3768,8.99,Computers/Tablets & Networking
59492122,1,2019-02-20,682032336,48618,49.08,Consumer Electronics
59492250,1,2019-03-02,591903453,11848,19.99,Health & Beauty
59492518,1,2019-02-28,500851908,181227,135,Musical Instruments & Gear
59492817,1,2019-02-24,486762144,45055,17.81,Fashion
59492975,1,2019-03-03,682046237,180924,70.8,Health & Beauty
59493291,1,2019-03-08,682053428,82161,130,Fashion
59493408,1,2019-03-13,642227452,6763,54.23,Parts & Accessories
59493826,1,2019-02-28,682058507,181114,4.39,Home & Garden
59494360,1,2019-02-28,682119857,20695,13.99,Home & Garden
59495143,1,2019-03-18,682071515,153928,104.79,Home & Garden
59495627,1,2019-03-19,684922458,3173,9.99,Coins & Paper Money
59495904,1,2019-03-15,682090703,11226,9.99,Computers/Tablets & Networking
59497937,1,2019-02-13,682131625,20349,22.17,Cell Phones & Accessories
59498079,1,2019-02-28,682132867,15687,17.99,Fashion
59499950,1,2019-03-03,669913535,20706,113.16,Home & Garden
59500022,1,2019-02-28,682162551,42146,34.95,Home & Garden
59500083,1,2019-02-28,682168043,1060,19.97,Fashion
59500290,1,2019-02-28,682169247,179799,41,Sporting Goods
59501287,1,2019-03-01,682266372,147285,19.95,Fashion
59502240,1,2019-03-17,682206049,180924,8.34,Health & Beauty
59502313,1,2019-02-28,682205822,159731,21.95,Health & Beauty
59502327,1,2019-02-28,679147620,42353,76.18,Home & Garden
59504639,1,2019-02-28,682230468,3768,12.99,Computers/Tablets & Networking
59505127,1,2019-03-01,682244948,20525,2.82,Home & Garden
59505610,1,2019-03-01,682260513,26346,38.99,Sporting Goods
59506546,1,2019-03-05,682277632,177902,43.44,Sporting Goods
59506737,1,2019-03-02,659992000,41512,24.99,Home & Garden
59507654,1,2019-03-01,682301927,169291,26.59,Fashion
59508112,1,2019-02-14,682309249,11226,12.99,Computers/Tablets & Networking
59508458,1,2019-03-01,682314074,3768,11.99,Computers/Tablets & Networking
59508485,1,2019-03-02,682315904,70911,355,Sporting Goods
59508683,1,2019-03-01,682322262,19262,34,Health & Beauty
59508740,1,2019-03-01,682319197,75072,1.55,Health & Beauty
59508862,1,2019-02-25,682323459,177765,8.51,Health & Beauty
59508974,1,2019-02-08,682327835,162,84.95,Computers/Tablets & Networking
59509124,1,2019-02-20,682327008,156409,18.66,Collectibles
59509806,1,2019-03-25,682339359,98851,26.17,Home & Garden
59509857,1,2019-03-04,682342326,155193,24.95,Fashion
59509906,1,2019-03-02,626805460,29553,17.99,Pottery & Glass
59510207,1,2019-03-02,550724986,32050,87.07,Jewelry & Watches
59510440,1,2019-03-01,682356255,3768,12.99,Computers/Tablets & Networking
59512558,1,2019-03-02,682394848,24087,47.49,Fashion
59512586,1,2019-03-01,682396359,31387,157.99,Jewelry & Watches
59513315,1,2019-02-23,675059924,180924,62.69,Health & Beauty
59514261,1,2019-03-03,682851277,35,20.54,Collectibles
59514273,1,2019-03-02,682415694,1268,78.95,Business & Industrial
59514479,1,2019-03-01,682420479,177661,20.89,Health & Beauty
59515098,1,2019-02-15,519191902,163768,43.67,Consumer Electronics
59515412,1,2019-03-01,682442053,19006,39.9,Toys & Hobbies
59515490,1,2019-03-29,647169786,116117,54,Everything Else
59515819,1,2019-03-01,682452963,206,33.99,"Sports Mem, Cards & Fan Shop"
59516019,1,2019-03-19,682455300,82596,11.13,Health & Beauty
59516371,1,2019-03-01,675680540,11776,70.04,Health & Beauty
59516739,1,2019-03-04,279105381,106922,3.99,Collectibles
59517145,1,2019-03-22,453170844,139973,5.52,Video Games & Consoles
59517425,1,2019-03-17,682473020,206,59.65,"Sports Mem, Cards & Fan Shop"
59517466,1,2019-03-01,682476081,3768,12.99,Computers/Tablets & Networking
59517549,1,2019-03-02,682624053,3768,12.99,Computers/Tablets & Networking
59518064,1,2019-02-13,682482822,26382,19.93,Home & Garden
59518116,1,2019-02-13,682483250,26382,19.93,Home & Garden
59519126,1,2019-03-01,682501639,49782,43.9,Parts & Accessories
59519475,1,2019-03-01,675408943,526,195,Coins & Paper Money
59525037,1,2019-02-26,682580571,21022,9.75,Health & Beauty
59525737,1,2019-03-02,682587316,158757,4.62,Toys & Hobbies
59526003,1,2019-03-02,682589361,617,31.99,DVDs & Movies
59526172,1,2019-03-02,682590958,11776,48.37,Health & Beauty
59527504,1,2019-02-13,682605302,1245,48.99,Computers/Tablets & Networking
59528298,1,2019-03-02,682614746,175720,79.15,Consumer Electronics
59529591,1,2019-03-03,621609958,155183,19.8,Fashion
59531371,1,2019-03-02,682654051,11776,25.23,Health & Beauty
59534038,1,2019-03-02,682685684,41174,53.49,Collectibles
59534495,1,2019-03-02,682688319,164306,79.86,Jewelry & Watches
59536157,1,2019-03-02,682727271,35558,389,Parts & Accessories
59536288,1,2019-02-11,682721843,115629,9.99,Home & Garden
59536304,1,2019-03-02,682719275,179798,78,Sporting Goods
59539269,1,2019-02-19,682773453,617,28.04,DVDs & Movies
59539601,1,2019-03-06,680386974,163570,11.57,Fashion
59539783,1,2019-02-13,682781943,20684,41.59,Home & Garden
59539926,1,2019-03-02,682790725,617,11.95,DVDs & Movies
59540167,1,2019-03-03,682790485,163537,91.19,Fashion
59540323,1,2019-03-03,682791119,19115,41,Toys & Hobbies
59540693,1,2019-02-15,682794408,24410,38.63,"Sports Mem, Cards & Fan Shop"
59541587,1,2019-03-02,682795649,165956,18.85,Toys & Hobbies
59541760,1,2019-03-02,682796169,20525,13.58,Home & Garden
59541920,1,2019-02-14,682797818,3768,9.99,Computers/Tablets & Networking
59542130,1,2019-03-03,682799008,52762,23,Fashion
59542461,1,2019-03-03,682799755,159731,21.95,Health & Beauty
59543715,1,2019-03-05,631352509,806,55.74,Collectibles
59543921,1,2019-02-17,128535115,110655,33.99,Jewelry & Watches
59545836,1,2019-02-17,683400263,35560,472.08,Parts & Accessories
59548941,1,2019-03-03,682859016,53120,39.95,Fashion
59550211,1,2019-03-05,682865942,155193,24.99,Fashion
59552546,1,2019-03-06,682902603,36085,14.95,Parts & Accessories
59553335,1,2019-03-04,682905939,137084,39.99,Fashion
59553660,1,2019-03-11,682923735,184315,79.75,Business & Industrial
59554825,1,2019-03-06,682932835,181393,45.53,Sporting Goods
59554912,1,2019-03-21,672865239,45230,65.48,Fashion
59555851,1,2019-02-17,682944640,29520,58.41,Home & Garden
59556097,1,2019-03-25,683524451,1277,51.99,Health & Beauty
59556260,1,2019-02-12,682950182,162140,2.96,Coins & Paper Money
59556360,1,2019-03-05,682971031,155194,34.95,Fashion
59556536,1,2019-03-04,682957136,13666,26.17,Collectibles
59557157,1,2019-02-09,681662285,19270,6666.66,Everything Else
59557419,1,2019-02-24,682973069,1278,31,Health & Beauty
59558515,1,2019-03-03,682992598,31413,7,Health & Beauty
59558526,1,2019-02-23,670302449,52357,25.15,Fashion
59558672,1,2019-03-21,683572752,41102,3.35,Coins & Paper Money
59559198,1,2019-03-03,509768608,86207,22.28,Fashion
59559508,1,2019-02-10,683003313,168058,44.69,Consumer Electronics
59559653,1,2019-02-26,683007322,179798,78,Sporting Goods
59560536,1,2019-02-28,683018020,181114,5.59,Home & Garden
59560557,1,2019-02-17,683017675,1279,38.99,Health & Beauty
59561728,1,2019-02-14,680599303,176984,32.72,Music
59563107,1,2019-03-03,683052753,15687,19.99,Fashion
59564567,1,2019-03-15,675816680,15088,61.71,Consumer Electronics
59565060,1,2019-03-03,677840137,169291,138,Fashion
59565134,1,2019-03-04,683106534,20604,25.69,Home & Garden
59565636,1,2019-03-07,392466222,26395,46.51,Health & Beauty
59566722,1,2019-03-03,683109702,176992,49.99,Health & Beauty
59567510,1,2019-03-05,683119266,117,32.29,Dolls & Bears
59570644,1,2019-03-07,683974181,20684,20.99,Home & Garden
59571287,1,2019-03-04,683164098,45238,16,Fashion
59571443,1,2019-03-04,650583828,28174,7.99,Crafts
59571618,1,2019-03-04,683168591,98624,28.66,Jewelry & Watches
59571923,1,2019-03-05,505789829,11104,7,Books
59572430,1,2019-03-04,683184755,625,6.33,Cameras & Photo
59573179,1,2019-03-10,594518004,25,27.71,Pottery & Glass
59574820,1,2019-03-04,676736293,33645,60,Parts & Accessories
59574914,1,2019-03-20,683229769,617,14.5,DVDs & Movies
59575523,1,2019-02-15,683247342,73502,13.08,Collectibles
59576381,1,2019-03-03,683267389,176994,31.99,Health & Beauty
59577916,1,2019-03-04,683298264,1278,12.52,Health & Beauty
59578122,1,2019-02-13,683514052,48633,228,Consumer Electronics
59578248,1,2019-03-05,683303273,155183,44.99,Fashion
59578553,1,2019-03-04,683307962,20349,7.99,Cell Phones & Accessories
59578792,1,2019-02-22,683312927,156801,30,Fashion
59578853,1,2019-03-04,683315316,3768,29.95,Computers/Tablets & Networking
59580467,1,2019-03-07,343418495,28174,7.99,Crafts
59580559,1,2019-03-04,680353944,11776,19.77,Health & Beauty
59580611,1,2019-03-04,683406913,79628,25.09,Home & Garden
59580679,1,2019-03-04,683355501,115718,113.18,Home & Garden
59581001,1,2019-03-04,683355529,38174,5.77,Home & Garden
59581338,1,2019-03-04,683354077,53185,11.14,Business & Industrial
59581448,1,2019-03-04,674461637,9355,60,Cell Phones & Accessories
59581817,1,2019-03-18,683357430,63862,24.99,Fashion
59582776,1,2019-03-16,683379536,67725,11.57,Jewelry & Watches
59583026,1,2019-02-15,683402672,86207,101.77,Fashion
59583366,1,2019-03-04,683391151,175754,22.16,Home & Garden
59584792,1,2019-03-04,683417073,112529,179.99,Consumer Electronics
59585060,1,2019-02-10,683424636,20349,5.93,Cell Phones & Accessories
59585360,1,2019-03-04,683427313,115715,34.6,Home & Garden
59590800,1,2019-03-05,683523603,50637,34,Jewelry & Watches
59591813,1,2019-03-01,683547328,168058,39.99,Consumer Electronics
59591897,1,2019-03-05,683549501,9355,119.99,Cell Phones & Accessories
59592044,1,2019-03-07,683558522,171228,22.43,Books
59592080,1,2019-03-05,683557644,3768,9.99,Computers/Tablets & Networking
59592202,1,2019-03-04,445327730,180957,149.95,Health & Beauty
59593928,1,2019-04-05,683607418,181115,2.99,Home & Garden
59593998,1,2019-03-05,683608629,11858,30.68,Health & Beauty
59594035,1,2019-03-05,683637699,11731,24.58,Toys & Hobbies
59594452,1,2019-02-14,683624908,179798,79.99,Sporting Goods
59594476,1,2019-03-05,667709226,617,29.69,DVDs & Movies
59594965,1,2019-03-05,625647560,177773,291,Parts & Accessories
59595153,1,2019-03-05,683641608,107066,31.54,Parts & Accessories
59595579,1,2019-03-10,647189869,163224,14.84,Fashion
59595944,1,2019-03-06,683666632,168058,54.99,Consumer Electronics
59596135,1,2019-03-12,683663996,139004,8.5,Home & Garden
59596209,1,2019-03-05,683663677,9355,45,Cell Phones & Accessories
59596681,1,2019-03-25,683672950,38172,2,Home & Garden
59598477,1,2019-03-05,683740894,20608,16.03,Home & Garden
59598497,1,2019-03-05,683737795,15687,14.99,Fashion
59600658,1,2019-03-05,683808199,3768,23.99,Computers/Tablets & Networking
59600775,1,2019-03-30,683813129,20441,27.1,Home & Garden
