booth_id,entry_source_em,inventory_source_em,parent_booth_id,entry_url,entry_query
4596529,0,,,https://www.google.com.ph/,
4596534,16,,,https://www.google.com/,
4596536,4,1,,Direct,
4596537,0,,,https://www.google.co.in/,
4596524,,3,,,
4596533,,1,,,
4596549,4,,,Direct,
4596550,0,1,,https://www.google.com/,
4596552,4,1,,Direct,
4596554,17,1,,https://www.google.com/,
4596570,4,2,,Direct,
4596582,0,4,,https://www.google.com/,
4596583,,3,,,
4596589,16,,,https://www.google.com/,
4596607,17,1,,https://www.google.com/,
4596611,22,,,https://www.google.com/,
4596612,,1,,,
4596625,16,1,,https://www.google.com/,
4596626,0,1,,https://www.google.co.uk/,
4596649,0,1,,https://www.google.com/,
4596651,4,1,,Direct,
4596662,5,,,https://www.baidu.com/link?url=o0CPVzuBDLJMt0_7Qph1T6RLHE_Jyy1FjFb2d5EdynuhCU4Zh2cMRX1wQ_aSZ3CW&wd=&eqid=cabece0200011c93000000065bb04340,
4596680,4,,,http://bonanza.com/,
4596682,0,2,,https://www.google.com/,
4596689,4,1,,https://www.google.com/,
4596694,0,,,https://www.google.com/,
4596718,8,1,,https://www.google.com/,
4596726,16,,,https://www.google.com/,
4596730,4,5,,Direct,
4596742,0,,,https://www.google.com/,
4596748,4,3,,Direct,
4596738,,3,,,
4596756,0,3,,https://www.google.ca/,
4596781,16,,,https://www.google.com/,
4596796,0,,,https://www.google.com/,
4596746,,1,,,
4596800,0,,,https://www.google.com/,
4596805,0,,,https://www.google.com/,
4596825,8,,,https://www.google.com/,
4596828,17,,,https://www.google.com/,
4596872,0,3,,https://www.google.com/,
4596902,16,5,,https://www.google.com/,
4597001,4,,,Direct,
4597015,16,,,https://www.google.com/,
4597021,4,1,,Direct,
4597024,0,5,,https://www.google.com/,
4597028,16,,,https://www.google.com/,
4596898,,6,,,
4596760,,4,,,
4597050,0,3,,https://www.google.ca/,
4597090,4,,,Direct,
4597109,8,,,Direct,
4597131,4,,,Direct,
4597162,2,1,,https://www.bing.com/search?q=bonanza&form=EDGEAR&qs=LS&cvid=703d2ac718964f6285fc3d0cfd038854&cc=US&setlang=en-US&elv=AY3%21uAY7tbNNZGZ2yiGNjfOPc7BELLRmappVV7JDHr3eW*kGC4t%21Xiss7A0fIpCo4oO4s4em6in%21SexHLBZ7WYsAoMl6KOZNvYAfD9BIzKzu&PC=HCTS,
4597167,17,,,https://www.google.com/,
4597190,4,,,Direct,
4597192,22,,,Direct,
4597199,4,1,,Direct,
3213328,,1,,,
4597237,8,,,https://www.google.com/,
4597246,22,,,Direct,
4597256,2,1,,Direct,
4597265,16,,,https://www.google.com/,
4597270,22,1,,Direct,
4597284,17,,,Direct,
4597287,4,,,Direct,
4597288,0,,,https://www.google.com/,
4597295,0,,,https://www.google.com/,
4597346,0,,,https://www.google.com/,
4597296,,1,,,
4597391,5,1,,Direct,
4597409,0,1,,https://www.google.com/,
4597415,16,,,https://www.google.com/,
4597402,,1,,,
4597426,16,1,,https://www.google.com/,
4597441,16,,,https://www.google.com/,
4597448,0,,,https://www.google.com/,
4597485,4,,,https://mail.yahoo.com/,
4597477,,1,,,
4597514,22,,,Direct,
4597554,16,,,https://www.google.com/,
4597567,4,,,Direct,
4597589,16,,,https://www.google.com/,
4597601,4,1,,Direct,
4597611,16,1,,https://www.google.com/,
4597615,4,6,,https://www.google.com/,
4597635,4,1,,Direct,
4597633,,1,,,
4597666,4,,,Direct,
4597690,4,,,Direct,
4597677,,1,,,
4597748,0,2,,https://www.google.com.au/,
4597537,,1,,,
4597798,5,,,https://www.baidu.com/link?url=dddRjzH1OYs22nMMMt3bGFu8VCuNoBfgUVkyj8Rn3pR-ElI2pFltAwK9uujmW-8l&ck=2202.1.94.314.183.378.176.3146&shh=www.baidu.com&wd=&eqid=9412628e0003a734000000065bb466ee,
4597824,0,1,,https://www.google.co.il/,
4597827,4,,,https://www.google.com/,
4597829,0,1,,https://www.google.com/,
4597854,4,,,Direct,
4597897,22,,,Direct,
4597932,7,2,,https://www.netohq.com/blog/top-online-marketplaces-comparison,
4597946,7,4,,https://apps.cedcommerce.com/marketplace-integration/bonanza/bonanza-install/index,
4597947,2,1,,https://www.bing.com/search?q=bonanza&form=EDGEAR&qs=LS&cvid=b8b4e1ec5a06451288910794ff865a43&cc=US&setlang=en-US&elv=AXK1c4IvZoNqPoPnS%21QRLOOKJsY%21e2Si0ThN7y%218ZqeOrd5r899kJX*sT5xRd5bVO0SbhgTPFPjwtwnE4aA*hV1%21BKIdeQNhVOzbe4QxzhpH,
4597959,4,2,,Direct,
4594505,,3,,,
4597971,0,1,,https://www.google.co.uk/,
4597982,16,,,https://www.google.co.in/,
4597924,,1,,,
4597994,4,,,Direct,
4598019,0,,,https://www.google.com/,
4598026,5,1,,http://r.search.aol.com/_ylt=AwrJ61pNo7RbB_EAFlNpCWVH;_ylu=X3oDMTByOHZyb21tBGNvbG8DYmYxBHBvcwMxBHZ0aWQDBHNlYwNzcg--/RV=2/RE=1538593741/RO=10/RU=http%3a%2f%2fwww.bonanza.com%2f/RK=0/RS=XPL5Q.Gmzr9V99uhB7NDgvXTMwE-,
4598052,0,3,,https://www.google.co.uk/,
4598072,8,3,,https://www.google.com/,
4598076,0,,,https://www.google.com/,
4598115,4,,,Direct,
4598122,4,5,,Direct,
4598151,7,,,https://www.tshirtgang.com/cp/settings/bonanza,
4598176,0,2,,https://www.google.com/,
4598181,4,1,,Direct,
4598192,8,,,https://www.google.com/,
4598193,22,,,android-app://com.google.android.googlequicksearchbox,
4598232,,1,,,
4598240,4,3,,Direct,
4598243,17,6,,https://www.google.com/,
4598247,3,1,,Direct,
4598257,0,1,,https://www.google.com.vn/,
4598262,4,3,,Direct,
4598279,0,2,,https://www.google.com.vn/,
4598343,0,3,,https://www.google.com/,
4598356,0,,,https://www.google.lk/,
4598401,,1,,,
4598414,4,,,Direct,
4598418,0,,,Direct,
4598424,22,,,Direct,
4598460,0,,,Direct,
4598466,16,,,https://www.google.com/,
4598468,0,,,https://www.google.com/,
4598481,4,1,,Direct,
4598484,0,,,https://www.google.com/,
4598498,16,,,https://www.google.com/,
4598506,16,5,,https://www.google.com/,
4598509,0,1,,https://www.google.com/,
4598516,,3,,,
4598537,4,,,Direct,
4598542,16,,,https://www.google.com/,
4598543,0,,,https://www.google.com/,
4598549,4,,,Direct,
4598400,,6,,,
4598569,2,,,https://www.bing.com/,
4004528,,1,,,
4598603,,4,,,
4598651,4,,,Direct,
4598654,17,,,https://www.google.co.uk/,
4598657,0,3,,https://www.google.com/,
4598662,0,,,https://www.google.com/,
4598693,8,,,Direct,
4598712,2,1,,https://www.bing.com/search?q=bonanza+marketplace&form=EDGTCT&qs=LS&cvid=770643d7e0654545b103c576de067d4f&refig=3cdcbe41006241fce652c35e96dfc2a8&cc=US&setlang=en-US&elv=AY3%21uAY7tbNNZGZ2yiGNjfPaVPqio52J88vVBaI*YCW4QhxoQIBAT25DlE3SAdrVZqzWptOu2gewfpe2m3h*,
4598713,0,,,https://www.google.gr/,
4598725,4,2,,Direct,
4598735,4,,,Direct,
4598745,0,,,https://www.google.com/,
4598756,0,1,,https://www.google.com/,
4598763,16,,,https://www.google.com/,
4598759,,1,,,
4598768,0,,,https://www.google.com/,
4598820,17,,,https://www.google.com/,
4598854,8,1,,Direct,
4598866,17,,,https://www.google.com/,
4598881,0,,,https://www.google.com/,
4598888,4,,,Direct,
4598923,16,1,,https://www.google.com/,
4598952,4,2,,Direct,
4598955,16,,,https://www.google.com/,
4598962,4,6,,Direct,
4598987,17,2,,https://www.google.com/,
4599012,0,1,,https://www.google.com/,
4599015,0,6,,https://www.google.com/,
4599021,0,,,http://coccoc.com/search,
4599038,16,,,https://www.google.com/,
4599043,4,,,Direct,
4599062,4,1,,Direct,
4599088,,1,,,
4599101,16,1,,Direct,
4597404,,1,,,
4599132,4,1,,https://www.google.com/,
4599144,2,,,https://www.bing.com/,
4595770,,3,,,
4599185,2,,,https://www.bing.com/search?q=bonanza&form=EDGTCT&qs=LS&cvid=1b13a5e0e05f48a687ca7faf8f88297f&refig=68721adaecbb4f5fb4705d6697776e9c&cc=US&setlang=en-US&PC=LCTS,
4599188,0,1,,https://www.google.com/,
4599211,0,,,https://www.google.com.vn/,
4599236,5,,,https://r.search.yahoo.com/_ylt=AwrgEZAcebVb8o4AV40PxQt.;_ylu=X3oDMTByb2lvbXVuBGNvbG8DZ3ExBHBvcwMxBHZ0aWQDBHNlYwNzcg--/RV=2/RE=1538648477/RO=10/RU=https%3a%2f%2fwww.bonanza.com%2f/RK=2/RS=_aZWnAActoW1nu7oD9WTArDDb50-,
4599278,4,1,,https://www.bonanza.com/about_us,
4599247,,1,,,
4599310,0,,,Direct,
4599335,4,1,,Direct,
4599377,6,,,https://www.google.com/,
4599379,,1,,,
4599385,0,6,,https://www.google.com/,
4599404,4,,,Direct,
4599405,4,1,,Direct,
4599421,0,1,,https://www.google.com/,
4599444,7,,,https://quickbooks.intuit.com/r/online-store-and-retail/10-sites-to-sell-your-products-online-whats-best-for-your-business/,
4599447,4,,,Direct,
4599464,4,6,,Direct,
4598777,,6,,,
3443479,,1,,,
4599509,0,,,https://www.google.com/,
4599544,16,2,,https://www.google.com/,
4599581,0,,,https://www.google.com/,
4599584,2,6,,https://www.bing.com/search?q=bonanza&form=EDGEAR&qs=LS&cvid=0c56682100ee4d14a47265ae6095160f&cc=US&setlang=en-US,
4599589,0,,,https://www.google.com/,
4599592,0,,,Direct,
4599604,0,3,,https://www.google.com.tr/,
4599612,17,,,https://www.google.co.uk/,
4599615,,6,,,
3337158,,1,,,
4599665,4,1,,Direct,
4599681,0,,,https://www.google.com/,
4599740,22,,,Direct,
4599745,0,,,https://www.google.co.uk/,
4599760,8,,,https://www.google.com/,
4599756,,1,,,
4599774,7,1,,https://www.practicalecommerce.com/ecommerce-marketplaces-worldwide,
4599783,22,,,Direct,
4599787,0,,,https://www.google.com/,
4599791,4,1,,https://www.bonanza.com,
4599845,16,1,,https://www.google.com/,
4599857,22,6,,Direct,
4599859,17,1,,https://www.google.com/,
4599875,8,1,,https://www.google.com/,
4599877,4,,,Direct,
4594844,,1,,,
4599890,0,,,https://www.google.ca/,
4599891,4,6,,Direct,
4599904,8,,,https://www.google.com.au/,
4599919,4,3,,Direct,
4599927,22,1,,https://www.google.com/,
4599931,,3,,,
4599956,8,2,,https://www.google.com/,
4599972,4,1,,Direct,
4599977,0,1,,https://www.google.com/,
4599989,4,,,Direct,
4599991,7,,,https://www.tshirtgang.com/cp/settings/bonanza,
